ID,target_var,segment,MARITAL_STATUS,GNDR_CD,TTL_ASSET_AMT,age_n,tenure,FIRMS_BUSINESS_SEGMENT,login,Part_Category
1283,0,4-High,Married,U,235922.43,52.88767123,22.70001497,Strategic,20,Engaged
1284,0,4-High,Married,U,196464.03,42.78082192,16.24863388,Strategic,2,Engaged
1285,1,2-Low,Married,U,23813.01,29.77260274,2.398645108,Strategic,8,Engaged
1286,0,4-High,Married,U,252028.28,55.30410959,16.94933004,Strategic,30,Engaged
1287,0,3-Mid,Married,U,87415.1,35.06849315,10.60686429,Strategic,698,Engaged
1288,0,4-High,Married,U,135697.3,61.73972603,14.20960401,Strategic,14,Engaged
1289,0,5-Very High,Married,U,508513.39,61.36986301,21.5876862,Strategic,64,Engaged
1290,0,3-Mid,Married,U,53819.98,60.80821918,11.02604237,Strategic,206,Engaged
1291,0,5-Very High,Married,U,388682.09,55.94520548,16.35519126,Strategic,566,Engaged
1292,0,3-Mid,Married,U,53916.42,31.96164384,7.119193053,Strategic,58,Engaged
1293,0,3-Mid,Married,U,85208.48,54.4,11.46987799,Strategic,26,Engaged
1294,0,4-High,Married,U,240217.68,38.45753425,16.02185792,Strategic,6,Engaged
1295,1,4-High,Married,U,299340.42,47.29041096,26.85617936,Strategic,18,Engaged
1296,0,5-Very High,Married,U,476640.33,47.48767123,16.48360656,Strategic,18,Engaged
1297,0,3-Mid,Married,U,14761.12,72.4,8.344262295,Strategic,142,Engaged
1298,1,4-High,Married,U,277197.96,43.7369863,19.09453552,Strategic,26,Engaged
1299,0,2-Low,Married,U,75543,31.35616438,8.53563141,Strategic,22,Engaged
1300,0,2-Low,Married,U,32326.26,43.44109589,11.48905607,Strategic,10,Engaged
1301,0,5-Very High,Married,U,439748.24,43.40547945,18.90549442,Strategic,784,Engaged
1302,0,4-High,Married,U,234528.15,37.26027397,13.9027547,Strategic,2,Engaged
1303,0,1-Very Low,Married,U,5299.54,32.4520548,7.551912568,Strategic,4,Engaged
1304,0,1-Very Low,Married,U,3075.01,74.94520548,9.379467026,Strategic,8,Engaged
1305,0,2-Low,Married,U,71040.43,43.22465753,14.47809716,Strategic,4,Engaged
1306,0,4-High,Married,U,164269.33,34.19178082,9.184946478,Strategic,4,Engaged
1307,0,5-Very High,Married,U,730573.78,46.93150685,23.8852459,Strategic,24,Engaged
1308,0,2-Low,Married,U,43054.24,45.8,13.4506999,Strategic,8,Engaged
1309,0,5-Very High,Married,U,698668.24,49.03013699,27.22056292,Strategic,166,Engaged
1310,0,5-Very High,Married,U,416430.18,44.48493151,20.87809716,Strategic,436,Engaged
1311,0,2-Low,Married,F,33230.66,48.14520548,24.89727525,Strategic,0,Engaged
1312,0,4-High,Married,U,221331.34,39.40821918,19.70765027,Strategic,2,Engaged
1313,1,2-Low,Married,U,116208.2,33.20273973,9.754809492,Strategic,6,Engaged
1314,0,4-High,Married,U,165899.64,31.95616438,10.64522045,Strategic,20,Engaged
1315,0,3-Mid,Married,M,46025.72,30.15068493,7.672131148,Strategic,20,Engaged
1316,1,3-Mid,Married,F,72356.68,48.68767123,16.16393443,Strategic,48,Engaged
1317,0,2-Low,Married,U,43305.71,37.09315069,10.7027547,Strategic,2,Engaged
1318,0,4-High,Married,U,172858.34,35.72054795,15.74863388,Strategic,16,Engaged
1319,0,3-Mid,Married,U,14824.09,29.81917808,7.310973875,Strategic,72,Engaged
1320,0,3-Mid,Married,U,87055.68,37.91232877,16.46994536,Strategic,12,Engaged
1321,0,2-Low,Married,U,16749.19,27.49863014,6.823302642,Strategic,10,Engaged
1322,0,2-Low,Married,U,66136.07,33.7260274,8.872617711,Strategic,18,Engaged
1323,1,5-Very High,Married,U,55109.73,53.41369863,23.91256831,Select,0,Engaged
1324,0,3-Mid,Single,F,2528.67,50.37808219,10.30001497,Select,8,Engaged
1325,0,2-Low,Married,F,26390.6,45.41643836,13.60412456,Select,4,Unengaged
1326,0,4-High,Single,F,130809,41.42465753,12.63700127,Select,2,Engaged
1327,1,4-High,Married,M,234630.71,36.05479452,11.7568306,Select,210,DIFM
1328,0,3-Mid,Single,F,65558.94,56.89589041,9.93563141,Select,164,Engaged
1329,1,4-High,Single,M,180982.88,47.66575343,16.39344262,Select,8,Engaged
1330,1,4-High,Single,F,114910.7,61.59452055,18.79042593,Select,8,DIFM
1331,0,4-High,Single,F,283484.3,55.10684932,26.28357662,Select,138,Engaged
1332,0,3-Mid,Married,M,37205.76,48.33150685,15.80054645,Select,36,Engaged
1333,1,3-Mid,Married,M,45998.76,33.05479452,10.83700127,Select,18,Engaged
1334,0,2-Low,Married,M,52216.68,45.53424658,10.74111086,Select,6,Engaged
1335,0,4-High,Married,M,357232.83,59.56986301,27.52459016,Select,412,Engaged
1336,0,2-Low,Single,M,69640.03,43.2,13.3657684,Select,52,DIFM
1337,0,3-Mid,Married,M,65624.74,37.06849315,6.543850588,Select,174,Engaged
1338,1,5-Very High,Single,F,439774.66,57.5890411,19.02056292,Select,26,Engaged
1339,0,3-Mid,Single,F,30305.85,50.14794521,20.78220675,Select,4,Engaged
1340,0,3-Mid,Single,F,15712.49,50.48493151,13.84522045,Select,44,DIFM
1341,0,2-Low,Married,F,26428.35,36.20821918,14.09179579,Select,14,Engaged
1342,0,3-Mid,Married,F,37906.22,41.90684932,12.44535519,Select,44,Engaged
1343,0,3-Mid,Married,M,37385.81,51.08219178,22.16028894,Select,26,DIFM
1344,0,1-Very Low,Married,M,894.16,41.80273973,0.390710383,Select,28,DIFM
1345,1,4-High,Married,F,121999.41,42.34794521,17.27535744,Select,24,Engaged
1346,0,2-Low,Single,F,57043.46,48.20273973,14.03700127,Select,36,DIFM
1347,0,3-Mid,Single,M,17917.3,58.70958904,9.869877985,Large,14,Engaged
1348,0,2-Low,Single,M,27182.74,45.55616438,18.34933004,Large,14,Engaged
1349,0,3-Mid,Married,U,59942.39,57.68493151,24.01912568,Large,14,Unengaged
1350,0,3-Mid,Married,U,34076.81,60.3369863,4.450819672,Large,60,Unengaged
1351,0,4-High,Married,U,210563.39,41.47671233,21.95206977,Large,564,Engaged
1352,0,4-High,Married,M,251143.39,54.4109589,12.86713826,Large,34,Engaged
1353,0,4-High,Married,M,219528.43,39.08493151,14.29453552,Large,138,Engaged
1354,1,3-Mid,Married,F,2254.06,65.17808219,9.14933004,Strategic,8,Engaged
1355,0,5-Very High,Married,F,67062.32,55.99178082,31.22878209,Strategic,0,Engaged
1356,1,5-Very High,Married,M,21413.28,51.84931507,25.09179579,Strategic,4,Engaged
1357,1,5-Very High,Single,F,145036.34,55.50958904,34.02604237,Strategic,0,Engaged
1358,0,4-High,Married,M,5192.28,46.03013699,11.90983607,Strategic,0,Unengaged
1359,0,2-Low,Married,F,4030.3,43.64383562,11.25891908,Strategic,0,Unengaged
1360,1,3-Mid,Married,M,17401.82,62.80821918,43.99180328,Strategic,0,Engaged
1361,1,3-Mid,Married,F,83469.7,30.24383562,7.778688525,Select,44,Engaged
1362,0,4-High,Married,F,178266.68,50.37808219,7.50273224,Select,242,Engaged
1363,1,5-Very High,Married,M,471720.58,55.8,31.05617936,Select,144,Engaged
1364,0,4-High,Married,M,158064.21,35.52328767,13.07809716,Select,32,DIFM
1365,0,4-High,Married,F,146359.69,35.4520548,11.95628415,Select,34,DIFM
1366,0,4-High,Married,F,220854.4,39.58082192,9.746590314,Select,84,DIFM
1367,0,3-Mid,Married,F,90497.77,63.10958904,29.66987799,Select,14,DIFM
1368,0,2-Low,Married,F,76379.35,32.51506849,8.746590314,Select,20,Unengaged
1369,1,5-Very High,Married,U,513862.43,58.92876712,24.53837114,Select,20,Engaged
1370,0,4-High,Married,M,163402.17,33.4109589,10.99864511,Select,10,Engaged
1371,0,4-High,Married,F,155497.45,53.87671233,24.49180328,Select,4,DIFM
1372,0,3-Mid,Married,F,87611.15,55.82191781,9.954809492,Select,10,Engaged
1373,0,4-High,Single,F,111130.88,53.55342466,12.86713826,Select,18,DIFM
1374,0,4-High,Married,M,191910.15,52.51780822,10.31919305,Select,52,DIFM
1375,0,4-High,Married,F,216339.68,66.55616438,14.42056292,Select,12,DIFM
1376,0,2-Low,Single,F,36605.75,37.69863014,8.900014971,Select,12,Engaged
1377,0,4-High,Married,U,173016.98,64.52876712,41.07809716,Select,2,Engaged
1378,0,4-High,Single,F,118125.92,55.08219178,11.06713826,Select,6,Engaged
1379,0,5-Very High,Married,F,3311791.55,68.38082192,28.49453552,Select,68,Engaged
1380,1,5-Very High,Married,M,771794.88,53.18356164,22.08357662,Select,2,Engaged
1381,0,3-Mid,Married,M,101247.62,56.99452055,18.90549442,Emerging,170,Engaged
1382,0,2-Low,Single,M,67378.38,40.8,12.215847,Emerging,72,Engaged
1383,0,5-Very High,Married,M,478019.33,50.93150685,12.04098361,Emerging,22,Engaged
1384,0,5-Very High,Single,M,397508.3,53.15616438,34.06439853,Emerging,0,Engaged
1385,0,2-Low,Married,F,10384.3,25.85753425,8.207650273,Emerging,2,DIFM
1386,0,3-Mid,Single,U,43934.68,40.49589041,10.1657684,Emerging,38,DIFM
1387,0,4-High,Married,F,199947.72,60.98356164,14.28631634,Strategic,314,Engaged
1388,0,4-High,Single,F,335785.43,42.07671233,18.02056292,Strategic,40,Unengaged
1389,0,3-Mid,Married,F,102893.76,53.09315069,8.183060109,Strategic,42,Engaged
1390,1,4-High,Married,M,261245.79,60.06849315,24.25136612,Strategic,174,Engaged
1391,0,3-Mid,Married,M,38036.86,28.75890411,7.305494423,Strategic,46,Engaged
1392,0,3-Mid,Married,M,104636.07,48.24383562,15.9726776,Strategic,40,Engaged
1393,1,5-Very High,Single,F,730418.85,40.5890411,15.83879781,Strategic,12,Engaged
1394,0,2-Low,Married,F,78644.25,35.91506849,9.015083464,Strategic,0,Engaged
1395,1,3-Mid,Married,F,55328.51,39.20547945,16.98220675,Strategic,220,Engaged
1396,1,5-Very High,Single,M,408480.51,45.0739726,9.801384834,Strategic,168,Engaged
1397,1,3-Mid,Married,M,26773.43,49.07671233,17.21508346,Strategic,2,Unengaged
1398,0,2-Low,Single,M,16584.3,34.01643836,8.80412456,Emerging,0,Engaged
1399,0,4-High,Married,M,175222.51,50.85479452,10.87535744,Strategic,8,Engaged
1400,0,2-Low,Single,F,41980.2,32.10136986,8.765768396,Strategic,14,Engaged
1401,0,2-Low,Married,F,67219.35,43.91506849,9.943850588,Strategic,34,Unengaged
1402,1,4-High,Married,F,262914.55,69.0739726,22.48905607,Strategic,104,Unengaged
1403,0,4-High,Single,F,90907.87,63.00821918,17.66713826,Strategic,36,Engaged
1404,1,3-Mid,Single,F,26207.7,69.74794521,46.80960401,Strategic,14,Engaged
1405,0,3-Mid,Married,F,63913.19,62.28493151,9.3767273,Strategic,66,Unengaged
1406,1,4-High,Married,F,131592.12,41.74246575,13.46165881,Strategic,2,Engaged
1407,1,5-Very High,Married,F,593365.66,50.09315069,20.10655738,Strategic,134,Engaged
1408,1,4-High,Married,F,269214.15,52.65479452,7.453439629,Strategic,16,Engaged
1409,1,5-Very High,Married,M,1025888.8,56.13972603,21.64522045,Strategic,204,Engaged
1410,1,4-High,Single,M,188097.99,38.75890411,14.63152182,Strategic,20,Engaged
1411,1,5-Very High,Married,F,460972.15,44.87945206,23.75409836,Strategic,82,Engaged
1412,0,4-High,Married,F,208735.45,52.31506849,7.62568306,Strategic,16,Engaged
1413,1,5-Very High,Married,M,921251.43,57.22465753,28.50549442,Strategic,170,Engaged
1414,0,4-High,Married,F,197236.12,46.14794521,10.87535744,Strategic,22,Engaged
1415,1,2-Low,Single,M,112129.63,45.2,7.157549218,Strategic,30,Engaged
1416,0,5-Very High,Married,F,1134464.36,56.92876712,25.05617936,Strategic,246,Engaged
1417,0,2-Low,Single,F,82067.66,32.82739726,7.056179355,Strategic,50,Engaged
1418,0,4-High,Married,F,146768,44.71232877,9.357549218,Strategic,66,Engaged
1419,0,4-High,Married,F,242591.58,49.23561644,22.00960401,Strategic,8,Unengaged
1420,0,4-High,Married,F,152706.9,62.90684932,20.78220675,Strategic,10,Engaged
1421,0,4-High,Married,F,173606.88,40.98356164,9.206864286,Strategic,124,Engaged
1422,0,2-Low,Single,F,282.12,45.92876712,0.73563141,Large,10,Engaged
1423,0,2-Low,Married,F,2769.85,42.18082192,10.04522045,Emerging,4,Engaged
1424,0,3-Mid,Married,F,119,69.39452055,1.869877985,Large,16,Engaged
1425,1,4-High,Married,M,318073.35,61.0739726,34.81234374,Strategic,54,DIFM
1426,0,4-High,Single,F,164240.17,57.69863014,7.713114754,Strategic,12,Engaged
1427,0,3-Mid,Married,M,36993.39,69.33150685,22.75206977,Strategic,48,Engaged
1428,0,5-Very High,Married,M,844559.33,76.77534247,22.22056292,Strategic,136,Engaged
1429,0,3-Mid,Single,F,69484.56,56.90136986,9.437001273,Strategic,120,Engaged
1430,0,4-High,Married,M,109315.03,63.35068493,16.83426155,Strategic,18,Engaged
1431,1,4-High,Single,M,134340.89,60.34794521,23.13837114,Strategic,158,Engaged
1432,0,3-Mid,Married,M,95488.87,48.36986301,16.62330264,Strategic,26,Unengaged
1433,1,5-Very High,Married,M,565601.67,55.94246575,22.81508346,Strategic,418,Engaged
1434,1,5-Very High,Married,M,504279.26,58.79178082,24.75206977,Strategic,558,Engaged
1435,0,3-Mid,Married,M,69582.27,45.90958904,22.14385059,Strategic,28,Engaged
1436,0,3-Mid,Married,F,89749.05,59.03287671,9.782206752,Strategic,14,DIFM
1437,1,5-Very High,Married,M,577698.6,57.50410959,32.5876862,Strategic,104,DIFM
1438,0,3-Mid,Single,F,21001.15,49.55342466,9.795905382,Strategic,26,Engaged
1439,1,2-Low,Single,M,82124.77,43.0520548,20.18852459,Strategic,18,Engaged
1440,0,4-High,Married,M,205796.14,56.49589041,32.4726776,Strategic,24,DIFM
1441,0,4-High,Married,F,149906.94,50.92054795,26.26439853,Strategic,14,Engaged
1442,0,2-Low,Married,M,48714.54,47.10410959,22.89179579,Strategic,44,Unengaged
1443,0,4-High,Married,F,229806.91,47.2520548,23.44796018,Strategic,6,Engaged
1444,0,2-Low,Single,M,12279.91,36.86849315,9.245220451,Strategic,34,Engaged
1445,0,3-Mid,Married,M,30351.6,50.14520548,12.15573771,Strategic,2,Engaged
1446,1,4-High,Married,F,118676.66,58.90410959,9.475357437,Strategic,8,Engaged
1447,0,4-High,Married,M,204950.76,61.73972603,33.06165881,Strategic,12,DIFM
1448,0,4-High,Married,M,211795.59,51.00547945,18.12193278,Strategic,24,DIFM
1449,1,4-High,Married,M,165964.1,54.8520548,9.59042593,Strategic,702,Engaged
1450,0,2-Low,Single,M,74167.35,47.02465753,20.32240437,Strategic,8,Engaged
1451,0,2-Low,Married,F,46983.6,42.51232877,14.87535744,Strategic,2,Engaged
1452,0,4-High,Married,M,363509.1,53.62465753,17.79316566,Strategic,14,Engaged
1453,0,3-Mid,Single,M,63287.54,53.07671233,12.7137136,Strategic,220,Engaged
1454,0,4-High,Married,M,170835.17,56.37808219,1.00412456,Strategic,24,Engaged
1455,0,4-High,Married,M,147845.57,58.51232877,28.71645333,Strategic,348,Engaged
1456,0,1-Very Low,Married,M,9916.08,55.01643836,16.10655738,Strategic,38,DIFM
1457,0,2-Low,Single,M,5778.86,43.78630137,9.256179355,Strategic,52,Engaged
1458,0,2-Low,Single,M,4162.64,41.56712329,14.99590538,Strategic,6,DIFM
1459,1,3-Mid,Single,M,84305.43,62.37260274,17.83152182,Strategic,4,Engaged
1460,0,4-High,Married,F,281188.97,46.80273973,19.55737705,Strategic,18,DIFM
1462,0,2-Low,Married,F,58925.79,36.03835616,14.93563141,Strategic,18,DIFM
1463,1,3-Mid,Married,M,102909.09,51.38356164,11.81420765,Strategic,474,Engaged
1464,1,5-Very High,Married,M,476929.8,59.08493151,15.39864511,Strategic,40,Engaged
1465,0,4-High,Married,M,124246.52,59.47671233,38.35754922,Strategic,4,Engaged
1466,0,1-Very Low,Married,F,2154.12,47.79178082,18.50549442,Strategic,94,DIFM
1467,0,3-Mid,Single,F,17388.3,56.42739726,12.27595628,Strategic,72,DIFM
1468,0,4-High,Single,M,180201.44,54.64109589,8.880836889,Strategic,50,Engaged
1469,0,2-Low,Single,F,3443.69,31.69589041,7.707650273,Strategic,100,Engaged
1470,0,2-Low,Married,F,6495.77,44.01369863,9.667138259,Strategic,134,DIFM
1471,0,3-Mid,Married,F,97203.4,64.04383562,15.56010929,Strategic,20,Engaged
1472,0,3-Mid,Married,F,98718.62,55.11506849,12.06010929,Strategic,2,Engaged
1473,0,4-High,Married,F,57985.18,53.90136986,6.467138259,Strategic,44,DIFM
1474,0,1-Very Low,Married,M,3513.84,46.49589041,12.23497268,Strategic,190,Engaged
1475,0,5-Very High,Married,M,8123.11,55.62739726,11.74590164,Strategic,0,
1476,1,5-Very High,Married,M,129291.05,40.22739726,17.04522045,Strategic,20,
1477,1,3-Mid,Married,M,82363.77,68.01369863,19.27809716,Strategic,2,
1478,0,5-Very High,Married,F,122611.79,53.36986301,15.76229508,Strategic,18,
1479,0,5-Very High,Married,M,332222.93,50.19178082,17.47535744,Strategic,16,
1480,1,5-Very High,Married,M,156295.14,65.09315069,21.53015196,Strategic,58,
1481,0,5-Very High,Married,M,369697.86,69.1890411,37.07261771,Strategic,14,
1482,0,4-High,Married,M,12563.71,62.67123288,7.453439629,Strategic,0,
1483,0,5-Very High,Single,F,436871.3,55.36164384,22.7767273,Strategic,16,
1484,1,4-High,Married,M,111291.87,62.1369863,39.16302867,Strategic,66,
1485,0,5-Very High,Married,M,605754.02,52.88219178,22.639741,Select,82,DIFM
1486,0,2-Low,Married,F,63474.23,43.42739726,8.897275245,Select,30,Unengaged
1487,0,4-High,Single,F,257099.3,60.26849315,21.66439853,Select,18,Engaged
1488,0,2-Low,Married,F,94594.08,34.55616438,10.27535744,Select,18,Unengaged
1489,0,3-Mid,Single,F,103437.18,48.88219178,9.839740999,Strategic,38,Engaged
1490,0,3-Mid,Married,M,24668.87,65.6520548,20.70549442,Strategic,14,Engaged
1491,0,3-Mid,Married,F,33920.21,68.23287671,7.554644809,Strategic,8,DIFM
1492,0,2-Low,Married,F,62631.09,48.31232877,6.582206752,Strategic,0,DIFM
1493,0,2-Low,Single,F,4007.76,43.58356164,7.803278689,Strategic,248,DIFM
1494,0,1-Very Low,Single,F,8007.06,34.04383562,3.283576615,Strategic,22,DIFM
1495,0,2-Low,Single,F,48002.02,45.55616438,17.08083689,Emerging,74,Engaged
1496,1,4-High,Married,F,122521.65,55.87945206,10.70001497,Emerging,0,DIFM
1497,1,5-Very High,Married,M,445143.95,62.44109589,23.20412456,Emerging,102,Engaged
1498,0,2-Low,Married,F,47225.15,45.92328767,25.47809716,Emerging,18,Engaged
1499,0,3-Mid,Single,M,41938.37,32.50684932,7.674863388,Emerging,4,DIFM
1500,0,3-Mid,Married,M,29773.96,67.04383562,15.88797814,Emerging,170,Engaged
1501,0,3-Mid,Single,F,28986.58,63.19178082,8.53563141,Emerging,188,Engaged
1502,0,3-Mid,Married,F,81661.97,67.61369863,33.24796018,Emerging,92,Engaged
1503,0,2-Low,Single,F,16244.9,45.99726027,9.743850588,Emerging,10,Unengaged
1504,1,2-Low,Single,M,31253.06,34.31506849,7.693989071,Emerging,304,DIFM
1505,0,1-Very Low,Married,F,7576.49,62.81917808,15.53278689,Emerging,46,Engaged
1506,0,3-Mid,Married,F,34880.45,50.54520548,14.02604237,Emerging,14,DIFM
1507,0,3-Mid,Single,M,98588.15,65.65479452,16.80412456,Emerging,80,Engaged
1508,0,2-Low,Single,F,39659.3,44.7260274,11.16302867,Emerging,0,DIFM
1509,0,4-High,Single,F,115121.39,60.01917808,10.56850812,Emerging,0,DIFM
1510,0,3-Mid,Single,M,30432.79,63.17808219,17.9137136,Emerging,34,Engaged
1511,0,2-Low,Single,F,2059.54,36.16438356,6.732891684,Emerging,34,DIFM
1512,1,4-High,Married,M,295832.94,65.91232877,19.72404372,Emerging,68,Engaged
1513,0,2-Low,Single,F,29206.21,36.66027397,18.14933004,Emerging,4,Unengaged
1514,0,5-Very High,Married,M,421769.89,55.61369863,16.92741223,Emerging,18,DIFM
1515,1,4-High,Married,F,115805.43,33.19452055,10.45343963,Emerging,6,DIFM
1516,0,1-Very Low,Married,M,7307.87,67.51780822,7.800546448,Emerging,18,Unengaged
1517,0,2-Low,Married,F,36054.65,32.87671233,16.11202186,Emerging,12,Unengaged
1518,0,2-Low,Married,M,32327.41,42.72328767,10.33837114,Emerging,48,Engaged
1519,1,3-Mid,Single,F,66155.95,57.53150685,7.165768396,Advisor,22,Engaged
1520,0,3-Mid,Married,M,40920.65,49.38356164,7.042480725,Advisor,14,DIFM
1521,0,3-Mid,Single,M,38802.04,50.54520548,17.42878209,Advisor,26,Engaged
1522,1,4-High,Married,M,235154.14,42.49589041,11.91256831,Advisor,54,Unengaged
1523,0,2-Low,Single,U,86848.11,37.23287671,10.97124785,Advisor,16,Engaged
1524,0,2-Low,Single,M,19577.95,33.45479452,3.950819672,Advisor,10,DIFM
1525,0,2-Low,Married,F,8794.02,36.39452055,11.14385059,Advisor,18,DIFM
1526,0,4-High,Single,U,190696.49,54.24383562,16.3715847,Advisor,108,Engaged
1527,0,1-Very Low,Married,U,2015.63,51.88493151,9.226042368,Advisor,42,DIFM
1528,0,3-Mid,Married,U,82102.37,54.22191781,27.25891908,Advisor,24,DIFM
1529,0,4-High,Married,M,109655.85,43.23013699,11.3137136,Advisor,316,Engaged
1530,0,3-Mid,Single,F,55469.18,46.38082192,15.5273224,Advisor,26,DIFM
1531,0,3-Mid,Married,F,35592.87,56.48767123,13.74659031,Advisor,18,DIFM
1532,0,3-Mid,Single,M,79280.86,27.48219178,7.108234149,Advisor,30,Engaged
1533,0,4-High,Married,M,276924.39,55.23287671,17.38494648,Advisor,56,Unengaged
1534,0,2-Low,Married,F,216.22,29.8630137,7.633879781,Advisor,4,DIFM
1535,1,2-Low,Married,F,48998.66,34.24109589,9.034261547,Advisor,40,DIFM
1536,0,4-High,Married,U,282631.3,45.41643836,9.247960177,Advisor,10,Engaged
1537,0,3-Mid,Married,M,74916.59,48.99178082,16.94933004,Advisor,20,DIFM
1538,0,1-Very Low,Married,F,11620.3,52.02191781,13.05891908,Advisor,10,DIFM
1539,0,2-Low,Married,M,128.1,33.96438356,9.552069766,Mid,102,Engaged
1540,0,3-Mid,Single,M,44631.5,51.68219178,9.897275245,Advisor,60,DIFM
1541,0,4-High,Married,M,321899.09,62.12876712,43.64480874,Advisor,76,DIFM
1542,0,4-High,Single,M,157316.22,53.92054795,11.56557377,Advisor,28,Engaged
1543,0,4-High,Single,F,135030.59,46.34520548,9.667138259,Advisor,12,DIFM
1544,0,2-Low,Married,M,72342.5,34.22739726,8.9767273,Advisor,42,Engaged
1545,0,4-High,Married,M,234528.23,52.35342466,10.60686429,Advisor,2,Engaged
1546,0,3-Mid,Married,M,34000.45,53.81643836,8.038251366,Advisor,4,DIFM
1547,1,4-High,Married,M,171150.66,63.02191781,16.74659031,Advisor,6,DIFM
1548,0,2-Low,Married,F,25944.43,46.55342466,14.59316566,Advisor,16,Engaged
1549,0,3-Mid,Married,F,19618.03,55.36986301,17.67809716,Advisor,20,DIFM
1550,0,1-Very Low,Married,F,512.39,64.15616438,14.5876862,Advisor,0,DIFM
1551,0,3-Mid,Single,F,12565.02,54.34794521,8.382513661,Advisor,50,DIFM
1552,0,3-Mid,Married,M,105958.97,48.79452055,2.319193053,Advisor,66,Engaged
1553,1,4-High,Single,M,268455.52,60.33424658,7.663934426,Advisor,2,Engaged
1554,0,2-Low,Married,M,11542.21,37.72054795,8.689056067,Advisor,18,Engaged
1555,1,2-Low,Single,F,67926.9,34.44931507,8.708234149,Advisor,2,Engaged
1556,0,2-Low,Married,M,48055.6,33.10410959,9.398645108,Advisor,20,DIFM
1557,0,3-Mid,Married,M,50340.52,55.69589041,7.415083464,Advisor,24,Engaged
1558,0,3-Mid,Married,M,791.93,65.36438356,11.43152182,Advisor,48,DIFM
1559,0,4-High,Married,M,107222.81,41.27945206,12.07923497,Advisor,16,Unengaged
1560,0,3-Mid,Married,M,65710.78,40.10136986,13.94111086,Advisor,46,Engaged
1561,0,4-High,Married,U,123025.37,59.07945206,11.95901639,Advisor,108,Engaged
1562,1,4-High,Married,U,129210.36,65.81917808,12.54111086,Advisor,8,DIFM
1563,0,3-Mid,Single,F,22603.46,56.74794521,18.25891908,Advisor,42,DIFM
1564,0,3-Mid,Married,F,23901.49,55.05479452,21.47261771,Advisor,26,Engaged
1565,0,1-Very Low,Single,F,1600.01,50.78082192,18.70001497,Advisor,4,DIFM
1566,0,2-Low,Single,F,12988.42,45.84109589,7.975409836,Advisor,4,Unengaged
1567,0,3-Mid,Married,U,74774.81,57.63835616,9.012343738,Advisor,4,DIFM
1568,0,5-Very High,Married,M,779.03,67.90684932,50.00686429,Advisor,80,DIFM
1569,1,1-Very Low,Single,F,5017.04,60.65479452,20.99316566,Advisor,6,DIFM
1570,1,3-Mid,Married,U,30358.41,70.78082192,25.80412456,Advisor,24,Engaged
1571,0,3-Mid,Married,U,50763.48,48.97534247,29.84796018,Advisor,8,Unengaged
1572,1,4-High,Married,F,214000.63,51.17260274,21.54933004,Select,4,DIFM
1573,1,5-Very High,Married,M,377077.63,48.22191781,24.48087432,Strategic,22,Engaged
1574,0,5-Very High,Single,M,404957.32,53.5369863,31.76502732,Strategic,2,Engaged
1575,1,4-High,Married,M,189986.88,50.29589041,12.05464481,Strategic,28,Engaged
1576,0,4-High,Married,M,41963.24,38,14.28631634,Strategic,4,Engaged
1577,0,2-Low,Single,M,67507.07,41.95342466,12.00546448,Advisor,18,Engaged
1578,1,5-Very High,Married,M,1525100.65,63.58356164,39.91256831,Advisor,104,Engaged
1579,0,3-Mid,Married,M,61151.29,39.27123288,10.22330264,Advisor,18,Engaged
1580,0,3-Mid,Married,F,33501.56,50.0520548,17.21782319,Advisor,8,Engaged
1581,0,3-Mid,Married,U,29864.59,60.15890411,41.73015196,Advisor,12,Unengaged
1582,0,3-Mid,Unknown,F,61080.63,48.63561644,8.229508197,Advisor,34,Engaged
1583,0,3-Mid,Married,F,87766.35,60.56438356,10.49727525,Advisor,12,Unengaged
1584,0,3-Mid,Single,M,102487.93,67.76438356,26.00960401,Advisor,64,Engaged
1585,0,1-Very Low,Married,F,2725.49,63.12328767,10.87535744,Advisor,26,Unengaged
1586,0,3-Mid,Married,M,18813.66,32.50958904,5.927412232,Advisor,58,DIFM
1587,0,4-High,Married,M,140957.92,41.83561644,8.593165656,Advisor,100,Engaged
1588,0,3-Mid,Married,F,97969.73,30.49863014,7.980874317,Advisor,6,Engaged
1589,0,4-High,Married,F,343244.48,51.0630137,30.64796018,Advisor,12,Engaged
1590,1,5-Very High,Married,F,788125.73,65.99726027,16.50823415,Advisor,106,Engaged
1591,0,4-High,Single,F,116013.83,66.54794521,13.13563141,Advisor,12,DIFM
1592,0,2-Low,Married,F,5895.45,42.36164384,17.04522045,Advisor,24,Unengaged
1593,0,4-High,Married,U,117562.99,55.58082192,28.08196721,Advisor,412,Engaged
1594,0,3-Mid,Married,F,35905.32,56.86849315,18.90549442,Advisor,6,Engaged
1595,0,2-Low,Married,U,32714.26,45.86027397,19.92076503,Advisor,20,Engaged
1596,0,2-Low,Married,U,33079.06,39.75890411,23.37398757,Advisor,0,Engaged
1597,1,2-Low,Married,M,71768.37,42.36438356,12.56028894,Advisor,10,Engaged
1598,0,3-Mid,Married,F,40860.7,54.62465753,10.54933004,Advisor,6,Engaged
1599,0,2-Low,Single,M,30707.73,35.6520548,8.842480725,Advisor,0,Engaged
1600,0,2-Low,Married,M,36159.09,39.30684932,9.878097163,Advisor,6,Engaged
1601,0,4-High,Married,M,157391.91,67.76164384,7.330151958,Advisor,566,Engaged
